0,128.8
1,128.8
2,128.82
3,129.3
4,122.5
5,120.74
6,121.4
7,121.9
8,118.97
9,111
10,107.89
11,100.44
12,106.35
13,109
14,108.78
15,103.95
16,100
17,99.8
18,99.9
19,101.95
20,107.35
21,108.25
22,111.29
23,109.5
24,108.2
25,107.9
26,102.09
27,103.33
28,104
29,101.74
30,94.66
31,95
32,97.51
33,88.05
34,90.41
35,78.89
36,80.04
37,68.5
38,69.66
39,76.5
40,76
41,76.7
42,88
43,88.98
44,93.99
45,98.32
46,94.42
47,98.89
48,97.1
49,98.5
50,90.07
51,92
52,89.82
53,92
54,91.6
55,95.56
56,95.09
57,96.95
58,96.02
59,94.4
60,98.78
61,101.48
62,107.96
63,106.21
64,104
65,104.5
66,104.95
67,105.12
68,106.72
69,106.56
70,105.99
71,103.05
72,102.8
73,103
74,105
75,106.81
76,109.6
77,112.56
78,109.99
79,108.99
80,112.75
81,113.38
82,118.5
83,121.2
84,123.3
85,122
86,118.51
87,119.6
88,122.11
89,120.07
90,131.29
91,128.76
92,129.3
93,138.03
94,141
95,146.01
96,144
97,144
98,132.51
99,130.2
100,121.9
101,128.99
102,126.32
103,133.1
104,132.62
105,142.1
106,139.35
107,140.66
108,136.71
109,138.3
110,139.42
111,139.15
112,140.41
113,135.05
114,133.81
115,134.38
116,134
117,133.4
118,134.78
119,135
120,137.1
121,138.93
122,142.5
123,143.88
124,141.9
125,140.3
126,123
127,130.99
128,136.82
129,136.7
130,137.8
131,135.8
132,136.49
133,139.5
134,140.41
135,140.1
136,142.89
137,147.53
138,151.37
139,158.09
140,152.82
141,157.59
142,168.28
143,183.15
144,186.1
145,192.78
146,202.99
147,227.97
148,206.98
149,197.88
150,188.56
151,206.91
152,206.9
153,216
154,208
155,211.17
156,213.43
157,211.69
158,224
159,238.16
160,251.3
161,264.1
162,309.65
163,355
164,367.79
165,336.32
166,362.98
167,380.04
168,434.85
169,433.4
170,433.92
171,461.96
172,528.3
173,785.43
174,645.69
175,637.97
176,764.91
177,802
178,832.5
179,795.01
180,829.99
181,969.96
182,1079.89
183,1101.38
184,1206.93
185,1205.66
186,1004.39
187,1096.56
188,1154.86
189,1237.55
190,1106.35
191,845.02
192,697.02
193,803.96
194,918.95
195,1033.72
196,919.93
197,899.98
198,936.77
199,908.94
200,919.88
201,759.92
202,714.97
203,540.98
204,731.95
205,649.96
206,640.48
207,639.49
208,713.24
209,702.75
210,707.25
211,801.98
212,803.05
213,761.99
214,784.96
215,804.83
216,805.94
217,815.94
218,856.91
219,884.26
220,924.69
221,1014.74
222,1012.65
223,879.9
224,938.84
225,936.95
226,957.76
227,1005.32
228,939.79
229,922.91
230,919.28
231,941.22
232,913.49
233,894.16
234,905.72
235,954.8
236,955.95
237,962.21
238,950.95
239,944.16
240,916.55
241,961.05
242,1007
243,943.54
244,932.68
245,925.67
246,941.39
247,938.85
248,940.42
249,953.31
250,931.71
251,926.64
252,904.52
253,828.87
254,695.65
255,648.78
256,659.57
257,582.63
258,578.96
259,531.13
260,451.44
261,427.68
262,371.07
263,299.8
264,272.28
265,293.95
266,261.53
267,111.92
268,111.56
269,255.59
270,310.17
271,174
272,135.78
273,593.14
274,596.49
275,573.94
276,557.39
277,544.56
278,662.18
279,661.85
280,658.3
281,648.26
282,616.73
283,609.21
284,627.05
285,612.97
286,608.69
287,619.43
288,625.04
289,614.03
290,624.03
291,619.14
292,606.38
293,598.93
294,594.96
295,565.99
296,549.6
297,564.34
298,551.16
299,567.56
300,562.89
301,562.45
302,460.45
303,482.61
304,477.11
305,446.92
306,444.66
307,463.45
308,424.37
309,436.31
310,444.36
311,456.63
312,455.69
313,462.38
314,466.56
315,457.34
316,384.63
317,435.14
318,437.65
319,427.6
320,478.38
321,526.43
322,536.95
323,502
324,485.52
325,506.02
326,498.51
327,495.16
328,487.91
329,487.3
330,500.29
331,464.49
332,457.87
333,443.18
334,441.92
335,446.12
336,445.63
337,460.13
338,453.67
339,438.65
340,436.05
341,430.87
342,432.19
343,446.55
344,441.11
345,445.45
346,451.9
347,433.23
348,438.21
349,433.92
350,442.63
351,448.1
352,453.63
353,452.79
354,450.14
355,443.9
356,484.57
357,488.84
358,515.36
359,518.09
360,520.46
361,570.44
362,582.01
363,570.1
364,570.84
365,564.42
366,612.35
367,627.91
368,649.79
369,655.49
370,669.43
371,638.93
372,660.18
373,650.41
374,651.67
375,651.05
376,644.35
377,655.62
378,642.95
379,597.13
380,610.35
381,583.42
382,582.29
383,599.08
384,605.09
385,606.21
386,600.17
387,590.75
388,597.04
389,603.62
390,591.17
391,588.77
392,568.45
393,582.7
394,602.23
395,597.56
396,601.06
397,635.14
398,643.19
399,645.72
400,638.03
401,623.96
402,622.96
403,626.65
404,613.6
405,615.32
406,623
407,618.39
408,632.9
409,635.9
410,628.03
411,618.32
412,619.6
413,614.8
414,626.58
415,627.47
416,627.04
417,620.98
418,625.13
419,622.53
420,621.69
421,601.87
422,600.5
423,596
424,595.03
425,587.93
426,585.77
427,564.64
428,589.52
429,598.78
430,591.72
431,588.94
432,592.77
433,588.76
434,589.77
435,592.8
436,595.85
437,589.52
438,592.06
439,575.89
440,567.66
441,542.1
442,504.8
443,496.45
444,522.01
445,485.5
446,462.18
447,485.12
448,516.78
449,517.94
450,516.1
451,497.68
452,509.71
453,502.93
454,512.56
455,515.23
456,510.75
457,512.56
458,505.96
459,481.78
460,477.19
461,478.94
462,480.04
463,490.99
464,483.65
465,484.47
466,485.75
467,475.69
468,474.9
469,479.7
470,478.49
471,477.73
472,478.17
473,477.74
474,477.71
475,466.75
476,461.09
477,424.26
478,397.67
479,411.53
480,401.62
481,404.09
482,436.86
483,423.77
484,412.29
485,404.46
486,399.02
487,379.08
488,376.77
489,388.17
490,382.84
491,375.14
492,363.45
493,335.32
494,322.86
495,331.55
496,331.65
497,350.87
498,360.91
499,361.71
